"id","firm_name","pharmacist","address","state","city","taluka","geocode","time_stamp"
909,SALONI MEDICAL AND GENERAL STORES - 8446032717,"sachin kantilal gugale, DPH, [51870-18/08/2009]","AHMEDNAGAR-SHOP NO. 1, C.S.NO.18/3, PLOT NO.18,,ABHIYANTA COLONY, AURANGABAD ROAD,TAVALE NAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,092.549358"
910,Alpana Medical & Genral Stores,"juned ahmed khan pathan, DPH, [48094-08/11/2000]","Dist. Ahmednagar-Gut No.59, 1B+1C1+1C2,Plot No 87,Gala No 1,ajanan Colony, Near Dr. Inamdar Nagapur MIDC",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,093.757966"
911,ANAND MEDICAL & GENERALSTORES - 9422226262,"ankita ramanlal bhandari, DPH, [134494-05/12/2013]","AHMEDNAGAR-S.NO. 38,BURUDGAON ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,096.586552"
912,ANOOP MEDICALS - 9422224950,"anoop suresh kshirsagar, DPH, [62197-14/02/2007]","AHMEDNAGAR-S. NO. 3757, BASEMENT STORE NO.1 & FIRST FLOOR GALA NO. 4,,NEAR PRITI MARKETING ,MANIK CHOWK,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,096.891584"
913,Modern Medicals - 9822709969,"ravindra bhikchand bora, DPH, [7300-15/01/1980]","Ahmednagar-3734,,Navi peth, Opp Jain Dharma Sthanak,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,106.011985"
914,PATEL MEDICALS - 9999999999,"shyama uday, DPH, [19550-26/06/1997]","AHMEDNAGAR-C. S. NO. 186, H. NO. 6822,CHITALE ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,108.185779"
915,vinod medicals - 9960641001,"aarti sanjay bhandari, DPH, [145868-03/08/2016]","Ahmednagar-2/511 C,,Shukrawar Bazar, Bhigar Camp Bhingar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,118.550467"
916,SALUNKE MEDICAL& GENERAL STORES - 9999999999,"avinash baburao salunke, DPH, [41842-29/09/1997]","AHMEDNAGAR-SERVE NO. 38,A/3 T. P. SCHEME NO. 1, SHOP NO. 51, YASHASHRI,APARTMENT, BURUDGAO ROAD, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,144.973295"
917,MATRUSEVA MEDICAL STORES - 9890659898,"sonali satish mhankale, DPH, [128326-06/11/2015]","AHMEDNAGAR-SHOP NO.1, CS NO. 127B2+3, MALMATTA NO. Z422106538, ZONE 4,,1ST FLOOR, MATRUSEVA WOMENS HOSPITAL, NEW TILAK ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,170.647113"
918,OM SMRUTI MEDICAL AND GENERAL STORES - 9271563025,"firojkhan badshaha pathan, DPH, [46054-16/12/2016]","AHMEDNAGAR-C. S. NO. 2406/1A, SHOP NO. 2,SURYA COMPLEX, HATAMPURA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,226.19938"
919,ANAND MEDICAL & GENERAL STORES - 9999999999,"mahesh suresh munot, DPH, [50554-14/01/2001]","Ahmednagar-C. S.No. 323/1 B Plot No. 1, Gala no. 7 Saisharan Apartment,Opp. Dr. Bhide Hospital Savedi Rd. Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,236.338196"
920,ANAND MEDICAL & GENRAL STORES - 9665121986,"umeshkumar vijaylal katariya, DPH, [192644-05/12/2016]","Dist Ahmednagar-Milkat no. 88,At post Zeur",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,237.014641"
921,ANAND MEDICAL & GENRAL STORES - 9890443313,"anand tejmal dhoka, DPH, [46517-28/06/2002]","Dist. Ahmednagar-35, Prerna Areade Ving A, GNR-3,Tarakpur",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,237.323927"
922,Anand Medical & Genral Stores - 9822758381,"surekha bhagwan kedar, DPH, [56680-01/09/2006]","Dist. Ahmednagar-Milkat no. 9A CTSNo.135+136+138 Gala no. 2,Ground Floor Sarasnagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,237.622636"
923,ANAND MEDICAL AND GENERAL STORES - 9422081617,"manoj rajendra gundecha, DPH, [51455-04/07/2000]","AHMEDNAGAR-MILKAT NO. 1018,,A/P - CHICHONDI PATIL, TAL - AHMEDNAGAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,237.956956"
924,NATIONAL MEDICAL AND GENERAL STORES - 8600407861,"shadab usmangani, DPH, [56831-31/03/2004]","AHMEDNAGAR-S. NO. 343/2 A /2A, PLAN NO. 46, PLOT NO. 3, SHOP NO. 5,ALMAS PARK, NAVIN MUKUNDNAGAR, GOVINDPURA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,251.637506"
925,SONAL MEDICAL AND GENERAL STORES - 9881524584,"sahebrao ramnath nikam, DPH, [24919-13/04/2016]","AHMEDNAGAR-SHOP NO.3, FR NORTH, GR FL, PR. NO. 75B, C.S.NO. 267,,NEAR DATTA MANDIR, AT POST PIMPALGAON MALVI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,264.354647"
926,DEVYANI MEDICAL AND GENERAL STORES - 9850546994,"babasaheb prabhakar gholave, DPH, [61095-01/09/2012]","AHMEDANGAR-S.NO. 196/14, OPP HOTEL OBEROI,,NEAR SWAMI SAMARTH TEMPLE, SAVEDI ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,283.857183"
927,Dinesh Medical And General Stores - 7875753724,"dinesh narendra saroware, DPH, [27990-18/12/1992]","Ahmednagar-S.No. 10(17)1, Plot No 17(1), Room No 1,Swami Chambers Vaidu wadi Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,284.573382"
928,DINESH MEDICAL AND GENERAL STORES - 9999999999,"shri dinesh narendra saroware, OTH, [C-P-20/05/1995]","AHMEDNAGAR-S.NO.17/1, VAIDUWADI, SWAMI CHAMBERS,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,284.951914"
929,OM MEDICAL AND GENERAL STORES - 9730164750,"shri abhijeet kishor parbhane, DPH, [118798-08/03/2013]","AHMEDNAGAR-S.NO. 43/1B/1A2/PLOT NO 28,,SHRIRAM CHOWK, PIPELINE ROAD, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,318.881986"
930,OM MEDICAL AND GENERAL STORES - 9999999999,"kiran ramdas kanade, DPH, [41878-23/10/2003]","AHMEDNAGAR-FINAL PLOT NO.161/2/3,,TILAK ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,319.294038"
931,Om Medical And General Stores. - 9763560446,"nitin shankar davbhat, DPH, [110357-03/08/2011]","Ahmednagar.-Grampanchayat Milkat No. 221,,At post Ghospuri, Taluka Dist Ahmednagar.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,319.633662"
932,Om Medical And General Stores. - 9028688508,"praveen murlidhar nimse, DPH, [72678-24/04/2006]","Ahmednagar-S.No.11, Gala No.4, Plot No.7,,Dr. Pansambal Bldg, Kushtdham Road, Savedi,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,320.040109"
933,REVATI MEDICAL AND GENERAL STORES - 9923771818,"swati jagannath badakh, DPH, [110296-16/06/2010]","AHMEDNAGAR-C. S. NO. 5821,MILKAT NO. 371,GALA NO.1,GROUND FLOOR ,SUNDAR NETRALAYA,CHOUPATI JARANJA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,333.657715"
934,RUDRA MEDICAL AND GENERAL STORES - 9922595234,"yogeshwar vilasrao bhagwat, BPH, [135960-21/03/2014]","JEUR (BAIJABAI)-SHOP NO. 2, MILKAT NO. 2,,NEAR MAHARASHTRA BANK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,334.007984"
935,SEVA MEDICAL AND GENERAL STORES - 9890862797,"mahesh radhakisan shedale, DPH, [97457-19/03/2016]","AHMEDNAGAR-GALA NO. 1 (FORM NORTH) GR FL, PL NO. 12, PR NO. Z174031644,S.NO. 16/1+2+3, BOLHEGAON PHATA, NAGAPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,346.750965"
936,Seva Medical And General Stores. - 9822277129,"shaikh sumaiya sameer , DPH, [87396-18/03/2011]","Dist : Ahmednagar.-C.S.No.6448, H.NO. 6139,,Sarjepura, Opp. Rang Bhavan,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,347.182811"
937,SPANDAN MEDICAL & GENERAL STORES - 9822067540,"pramod bansilal, BPH, [28409-03/07/2012]","dist ahmednagar-c.s.no.5704,patwardhan chowk,,ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,377.532436"
938,Suyog Medical And General Stores - 9420665577,"tushar ashok daphal, DPH, [50951-08/02/2002]","Ahmednagar-S.No. 26/6, Plot No. 14, First Floor,Near Wani Nagar, Savedi Ahmendagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,379.891099"
939,UMESH MEDICAL AND GENERAL STORES - 9730722830,"shri umesh popat jadhav, DPH, [122373-30/01/2013]","AHMEDNAGAR-MILKAT NO. 104/1, SHOP NO. 2,,AT POST NANDGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,384.582154"
940,Yogesh Medical And General Stores - 9226285848,"yogesh harinarayan sikchi, DPH, [32822-23/06/1994]","Ahmednagar-S.No. 145/2/1 Plot No. 1, Balikashram Road,,Near Gite Hospital, Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,392.690272"
941,YOGESH MEDICAL AND GENERAL STORES - 9823945544,"sahadev laxman wable, [36535-29/09/1995]","AHMEDNAGAR-MILKAT NO. 104, GALA NO. 1,AT POST HINGANGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,393.145069"
942,YOGESH MEDICAL AND GENERAL STORES - 9860436622,"dattatraya shivaji jadhav, DPH, [47840-19/01/1999]","GUNDEGAON-MILKAT NO. 1126, GALA NO. 1,,GROUND FLOOR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,393.525797"
943,YOGESH MEDICAL AND GENERAL STORES - 9922595898,"satishkumar sarjerao gaikwad, DPH, [47540-26/02/2003]","AHMEDNAGAR-MALMATTA NO. 1356, GUT NO. 95, PLOT NO. 59,GALA NO 4, NEAR SHAHAR BANK, GULMOHAR ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,394.023499"
944,OM MEDICAL & GENERAL STORES - 9405059438,"devendra gopalrao joshi, DPH, [57916-30/05/2013]","AHMEDNAGAR-66/2A/1 PLOT NO.80,SURYA NAGAR AURANGABAD ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,453.030757"
945,SANKET MEDICAL & GENERAL STORES - 9762375087,"jyoti balasaheb sasane, DPH, [64656-28/09/2016]","AHMEDNAGAR-MILKAT NO. 432, SHOP NO. 1 (From South),AT POST- NEPTI, TAL-NAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,483.273935"
947,Atul Medical & Genral Stores - 9420745181,"rahulkumar popatlal shingavi, DPH, [54785-30/11/2000]","Dist Ahmednagar-Shop No.1 (West Side), Property No. Z439123691,,Gut no. 1/2 Plot no. 12 Nepti Road, Kedgaon",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,577.071456"
948,OM MEDICAL STORES - 9011110607,"prasad deoram kharat, DPH, [89375-04/04/2016]","AHMEDNAGAR-SHOP NO.3, FROM NORTH, GR FL, PL NO. 6, S.NO. 16,,PR No. Z419102729, JUPITOR HOSPITAL, STATION ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,874,643.612885"
949,ALMAS MEDICAL STORES - 9096768867,"irshad ahmed khan, [67237-03/03/2004]","Badnera-Shop No.4,New Prop.No.672(4), Ward No.75,,A.Razzaq shoping centre,Athvadi Bazar, Navi Vasti,",MH,AMARAVATI AMR,Amravati AMR,{},"1,487,882,939.862572"
950,MODERN SURGICAL - 9823878686,"quadri mohd.ayyaz quadri m.shamim , BSC, [C-P-06/05/2008]","AURANGABAD-SHOP NO.07,H.NO.01-27-33,MANZOORPURA,RAZZAQUI COMPLEX",MH,AURANGABAD AZ1,Aurangabad (Corporation ward C&F) ADE,{},"1,487,882,944.399703"
951,VARENYAM MEDICAL STORES - 9168207571,"ashish balkisan pardeshi, BPH, [166682-30/01/2015]","AURANGABAD-SHOP NO.1&2, CTS NO.12363,PLOT NO.ZZ-1,4-13-57/P,,GALLI NO.A/2, SANJAY NAGAR,",MH,AURANGABAD AZ1,Aurangabad (Corporation ward C&F) ADE,{},"1,487,882,944.840644"
952,SURAJ AGENCIES - 8623069606,"ramkant nandlal badale, HSC, [C-P-02/04/2007]","TAL.SILLOD,DIST.AURANGABAD-SHOP.NO.01,GROUND & MEZZANINE FLOOR,H.NO.4800/1,S.NO.88/1,,PLOT NO.37/1,MAIN ROAD,BEHIND MAHESHWARI KARYALAYA,SILLOD,",MH,AURANGABAD ZONE 2 AZ2,Sillod SIL,{},"1,487,882,947.986516"
953,GURU GANESH AGENCIES - 9922498652,"dipak prakashchand navlaka, BA, [C-P-06/10/2015]","GHATPURI NAKA, KHAMGAON-PROPERTY NO.ZZW25G000054, WARD NO.25A,,NEAR AAISAHEB MANGAL KARYALAY,",MH,BULDANA BUL,Khamgaon KHA,{},"1,487,882,957.145267"
954,HASMATI MEDICAL & GENERAL STORES - 8888037987,"pathan aslam khan mastan khan, DPH, [124214-24/12/2012]","KATHORA BAZZAR-GALA NO. 01 , HOUSE NO.113,KATHORA BAZZAR",MH,JALNA JLN,Bhokardan BHO,{},"1,487,882,973.816284"
955,KAMAKSHI PHARMA AND GENERAL STORES - 9657322500,"sharad kamlakarrao kolte, BPH,DPH, [96874-04/11/2015]","JALNA-SHOP NO.1, BUILDING NO. 3-21-57/4, CST NO. 8793,MUMTAZZ MATERNITY & NURSING HOME, TOWN HALL,",MH,JALNA JLN,JALNA JLN,{},"1,487,882,974.786876"
956,AKASH MEDICAL MALL - 9370283255,"shikalgar sultan nurmahamad, DPH, [196900-02/12/2016]","Kolhapur-C.S.No.1807, Basment ,Ground & Mezzanine Floor,,Shivaji Chowk,Bhausingji Road, C ward,Below Hotel Gandhar,",MH,KOLHAPUR KOL,Karveer KAN,{},"1,487,882,977.86385"
957,AMAR MEDICALS & PROVISIONALS - 9890864445,"rashid mehtab pathan, DPH, [36787-04/11/2010]","A/P. Uchagaon-Mi. No. 3166/5, J 2, Gala No. 2/3,Tanvi Plazza, Hupari Road,",MH,KOLHAPUR KOL,Karveer KAN,{},"1,487,882,978.190142"
958,NILESH AGENCIES BRANCH NO.1 - 9158579090,"rajendra nanasaheb yeulkar, BA, [C-P-11/03/2014]","A/p. Kolhapur-C.S.NO.643/1 To 4/ B, Rukade Chambers Office Mezzanine Floor,M-1,Shahupuri, 2nd Lane,",MH,KOLHAPUR KOL,Karveer KAN,{},"1,487,882,978.486398"
959,PRABHU MEDICAL & GENERAL STORES - 9404904941,"vikas dayanand nalapure, [187187-07/11/2016]","LATUR-SHOP NO.01,GROUND & MAZZANINE FLOOR, HOUSE NO.R-4/102/1/A,,C/o VARAD HOSPITAL,KHANDOBA GALLY",MH,LATUR LAT,Latur LAT,{},"1,487,882,981.39008"
960,PRAVIN MEDICAL AND DISTRIBUTORS - 9823782020,"pravin sangram bidave, DPH, [144693-21/12/2016]","UDGIR-C-WING,GROUND FLOOR & MEZZANINE SHOP NO.08,,NAGAR PARISHAD SHOPPING COMPLEX,",MH,LATUR LAT,Udgir UDG,{},"1,487,882,982.62037"
961,CHLOROFIL - 9821570100,"anmol amir kamdar, BE,MSC, [C-P-21/02/2009]","MUMBAI-SHOP NO.10,MEZZANINE CABIN ONE,BANDEALLY BLDG.,S.V.PATEL ROAD, DONGRI",MH,Mumbai-Zone1 MZ1,DONGRI DON,{},"1,487,882,984.272344"
962,SEVANTILAL KANTILAL & CO. - 8879627882,"bajirao dagdu mardhekar, SSC, [C-P-30/12/2008]","MUMBAI-MANGALDAS BLDG.NO. 2, B 84/84L, MANGALDAS ROAD,,GROUND FLOOR, MAZZIENE FLOOR & 1ST FLOOR, 7, MANGALDAS ROAD,",MH,Mumbai-Zone1 MZ1,Princess Street PRI,{},"1,487,882,987.080921"
963,JASLOK HOSPITAL & RESEARCH CENTRE - 9175928745,"santosh lalji yadav, BPH, [144796-23/10/2014]","MUMBAI-GROUND FLOOR & MEZZANINE,,15, DR. G. DESHMUKH MARG,",MH,Mumbai-Zone2 MZ2,GRANTROAD GNT,{},"1,487,882,990.362994"
964,WELLNESS FOREVER MEDICARE PVT LTD - 9619669323,"anuradha popatrav sawant , BPH, [173375-01/01/2016]","MUMBAI-SHOP NO:03 & 04 GR FLOOR MEZZANINE& BESEMENT SHILPING CENTRE,40.G.D AMBEKAR MARG .WADALA",MH,Mumbai-Zone2 MZ2,WADALA WAD,{},"1,487,882,992.767689"
965,INTERTRAAD - 9821050909,"bharat m. mody, BCO, [C-P-02/12/2008]","CHEMBUR~MUMBAI-517-518, BEZZOLA COMPLEX,,SION TROMBAY ROAD,",MH,Mumbai-Zone3 MZ3,CHEMBUR CHE,{},"1,487,882,993.841898"
966,NEW HORIZONE HEALTHCARE PVT. LTD. - 9930200107,"ashok prabhakar kakatkar, BSC,MBA, [C-P-20/12/2012]","CHEMBUR, MUMBAI-SHOP NO 9, MEZZANINE FLOOR, PLOT NO 42,,ROAD NO 15, RUNWAL SHOPPING CENTRE,",MH,Mumbai-Zone3 MZ3,CHEMBUR CHE,{},"1,487,882,994.167782"
967,JEEVAN REKHA DISTRIBUTORS - 9821307822,"paresh peraj bhanushali, DPH,HSC, [C-P-12/04/2012]","GHATKOPAR(W), MUMBAI-CTS No.11, SHED NO.3, MEZZANINE FLOOR,LBS MARG, KIROL, NARAYAN NAGAR",MH,Mumbai-Zone3 MZ3,GHATKOPAR GHA,{},"1,487,882,994.699215"
968,MITOCH PHARMA PVT. LTD. - 9819099668,"haresh naraindas daswani, BSC, [C-P-04/01/1993]","MUMBAI-F-19 & F-20,MEZZANINE, 1ST FLOOR, KOHINOOR MALL,,KIROL ROAD, KURLA-WEST",MH,Mumbai-Zone3 MZ3,KURLA KUR,{},"1,487,882,995.462259"
969,MORSEF PHARMACEUTICALS PVT LTD - 9820344015,"shilpa bhatt, BCO, [C-P-01/01/2012]","VIDYA VIHAR (WEST) MUMBAI-401 MAZZENINE FLOOR,BHAVESHWAR COMPLEX 4TH FLOOR",MH,Mumbai-Zone3 MZ3,VIDHYAVIHAR VID,{},"1,487,882,996.417652"
970,AL-KARIM MEDICO - 9022526783,"shaikh aftab kamrul , DPH, [185344-02/06/2016]","BANDRA EAST MUMBAI-SHOP NO.223, RAZZAK WADI, GATE NO.18,BEHRAM NAGAR ROAD",MH,Mumbai-Zone4 MZ4,BANDRA EAST BES,{},"1,487,882,997.285061"
971,BEAMS PHARMACY - 9820697699,"lavina kishin teckchandani, DPH, [66962-]","Mumbai-Chrysalizz Building, 18th Road, Plot No. 14A, House No.67,,Beams Hospital Premises, Khar West",MH,Mumbai-Zone4 MZ4,KHAR WEST KWS,{},"1,487,882,998.773541"
972,BHAGWATI MEDICAL & GENERAL STORES - 9869260832,"ketan himmatbhai patel, BPH, [118021-04/05/2015]","MANDIR RD,MAROL GAON,ANDHERI-E-SH.N.2, GR.FLR,& MEZZANINE FLR,ABDUL REHMAN CHAWL,SHRIHANUMAN",MH,Mumbai-Zone5 MZ5,ANDHERI EAST ANE,{},"1,487,883,000.602054"
973,DOSCH PHARMACEUTICALS PVT LTD.,"shivani amar thakkar, OTH, [C-P-18/02/2012]","ANDHERI (WEST).~MUMBAI.-15-C, MEZZAMILNE FLOOR ,,ROOM NO. 1 LAXMI IND. ESTATE,",MH,Mumbai-Zone5 MZ5,ANDHERI WEST ANW,{},"1,487,883,001.187738"
974,ZEST DIABETES CARE - 9967779331,"irsad mohbbat ali, DPH, [171236-22/07/2015]","ANDHERI (WEST), MUMBAI-MEZZANINE FLOOR, SHARYANS AUDEUS, NEAR,YASHRAJ STUDIO, FUN REPUBLIC ROAD, OFF NEW LINK ROAD,",MH,Mumbai-Zone5 MZ5,ANDHERI WEST ANW,{},"1,487,883,001.481205"
975,VINAYAK DISTRIBUTORS - 9820225355,"sandipkumar rasiklal shah, BPH, [22022-17/12/2014]","GOREGAON ( EAST ),~MUMBAI-134, MEZZANINE FLOOR, NEW ATUL,ENGINEERING WORKS(P) LTD., GOGATE WADI,",MH,Mumbai-Zone6 MZ6,GOREGAON EAST GOE,{},"1,487,883,003.734763"
976,AMRITLAL & BROTHERS - 9223339292,"anil c. pawar, BA, [C-P-19/02/2015]","MUMBAI-UNIT NO. 4, GROUND FLOOR & MEZZANIE FLOOR,K. C. IND. ESTATE, SUBHASH ROAD, JOGESHWARI (EAST)",MH,Mumbai-Zone6 MZ6,JOGESHWARI EAST JOE,{},"1,487,883,004.564668"
977,T. M. THAKORE PHARMACEUTICAL LAB - 9820452155,"mr prakash c. shah, BSC, [C-P-16/08/1985]","JOGESHWARI (E)~MUMBAI-15A, MEZZ FL, PREMSONS,IND. EST. CAVES FOAD",MH,Mumbai-Zone6 MZ6,JOGESHWARI EAST JOE,{},"1,487,883,004.904293"
978,ARIHANT DIAGNOSTICS - 9820317845,"mr. ashish h. shah, [C-P-02/05/2005]","BORIVALI(WEST)~MUMBAI-G46, Sumer Nagar no 2 CO OP HSG SOC LTD Behind Pizza Hut,OFF S.V. ROAD,",MH,Mumbai-Zone7 MZ7,BORIVALI WEST BOW,{},"1,487,883,006.770987"
979,MAHAVIR CHEMIST - 9892566442,"rushikesh rajendra ahire, DPH, [192742-10/11/2016]","BORIVALI (WEST)~MUMBAI-SHOP NO. 7&8, THE PALAZZO,,I.C.COLONY,",MH,Mumbai-Zone7 MZ7,BORIVALI WEST BOW,{},"1,487,883,007.136638"
980,OCHOA LABORATORIES - 9820067503,"nilay piyush shah, BCO,MBA, [C-P-26/07/2012]","KANDIVALI (EAST), MUMBAI-430,Mezzanine Floor GUNDECHA INDUSTRIAL COMPLEX, 4TH FLOOR,,AKURLI ROAD,",MH,Mumbai-Zone7 MZ7,KANDIVALI EAST KAE,{},"1,487,883,008.104889"
981,JAY ENTERPRISES - 9324185294,"nilesh pravinchandra parekh, BCO, [C-P-16/12/2010]","MUMBAI-SHOP NO.E-14, NISARG HEAVEN CHS, NEAR PIZZA HUT,,MAHAVIR NAGAR, KANDIVALI (WEST)",MH,Mumbai-Zone7 MZ7,KANDIVALI WEST KAW,{},"1,487,883,008.632341"
982,H. S. R. SALES - 9890861786,"nafees tafhim ahmed, MCO, [C-P-28/03/2016]","NAGPUR.--SHOP NO.70,70 MEZZANINE,27 MEZZANINE, H.NO.49/62-A/63 WD. N,GENERAL MERCHANT MARKET, GANDHIBAG",MH,NAGPUR NAG,Nagpur Rural NGR,{},"1,487,883,011.134902"
983,J. B. SALES - 9373289604,"satish chhaganrao dadve, SSC, [C-P-01/11/2010]","NAGPUR-MO-03 B, MEZZ. FLOOR, ASHIRWAD PALACE,ABHYANKAR ROAD, DHANTOLI",MH,NAGPUR NAG,Nagpur Urban NGP,{},"1,487,883,011.71263"
984,K. R. P. PHARMACEUTICALS - 9371458570,"girish nawalkishore dubey, BCO, [C-P-04/03/2014]","Nagpur-GS - 11, ARUNA PALACE PLOT NO. 27,,MEZZANINE FLOOR, DHANTOLI,",MH,NAGPUR NAG,Nagpur Urban NGP,{},"1,487,883,011.995318"
985,RAJMATI MEDICALS - 9370218875,"zeeshanul haque tajamul haque, DPH, [187318-01/01/2017]","NAGPUR-SHOP NO. 1, HTF COMPLEX, MEZZINE FLOOR,Ward No.66, House No. 418/A, Mount Road, Sadar",MH,NAGPUR NAG,Nagpur Urban NGP,{},"1,487,883,012.267883"
986,SHREE GAJANAN HOMOEO PHARMACY - 9860818485,"sharad umashankar gokhale, BSC,OTH, [C-P-31/12/2016]","NAGPUR-S. NO.G-3, R.NO. 1&2, H. NO.1122/5, P. NO.8, W. NO.14,GROUND&MEZZANINE FLOR,ANANT APTS., TAJ NAGAR, MANEWADA ROAD,",MH,NAGPUR NAG,Nagpur Urban NGP,{},"1,487,883,012.538367"
987,TIRUPATI ENTERPRISES - 9823177591,"deepak harde, BSC, [C-P-]","440018-309,3RD FLOOR,SANDESH DAWA BAZZAR,GANJIPETH,CENTRAL AVENUE",MH,NAGPUR NAG,Nagpur Urban NGP,{},"1,487,883,012.815144"
988,VARUN MEDICOSE - 9225222487,"govind meghraj rughani, DPH, [34436-14/06/2012]","NAGPUR-MAZZANINE FLOOR PARMANAND APP INDOREA CHOWK,PLOT NO. 617 W.NO. 54 KAMPTEE ROAD",MH,NAGPUR NAG,Nagpur Urban NGP,{},"1,487,883,013.153427"
989,SANU MEDICAL STORE - 9322120921,"hullas ramchandra nikajoo, DPH, [145525-20/08/2015]","DIST. NAGPUR-H.NO-79, W.NO-6, BALE LAYOUT, NEAR BUS STAND,,MAZZANINE FLOOR. ROOM NO. 01, AT TA. SAONER",MH,NAGPUR NAG,Savner SAV,{},"1,487,883,014.407378"
990,BHARAT MEDICAL - 2 - 9763333103,"shaikh awais mohammed noor mohammed, DPH, [195675-16/12/2016]","HYDERABAD ROAD, NANDED-UNDER GROUD FLOOR, GROUND FLOOR AND MEZZANINE FLOOR,BURJ NASIM,POLT NO. 9-6-203, DEGLOOR NAKA,",MH,NANDED NAN,Nanded NAN,{},"1,487,883,018.906895"
991,"A TO Z PHARMA DISTRIBUTORS, - 9921631881","ulhas rangnath ahire, HSC, [C-P-01/10/2014]","Nashik-OFFICE NO.1, H.NO:704/0480/GE/007,MEZZANINE FLOOR,,GAJANAN ENCLAVE, GOLE COLONY, ASHOK STAMBH,",MH,Nashik Z-1 District NZ1,Mahanagar Palika 1 to 61 NMP,{},"1,487,883,020.149191"
992,DM AGENCIES - 9689360726,"mohan manohar sangale, DPH, [84829-23/04/2016]","NASHIK-SHOP NO:G18 & MEZZANINE OF G15, S.NO:665/1/3A/1B, PLOT NO.03,SANJEEVANI SANKUL APARTMENT, GOLE COLONY",MH,Nashik Z-1 District NZ1,Mahanagar Palika 1 to 61 NMP,{},"1,487,883,020.420645"
993,INFINITY PHARMA MEDICALS - 9822962616,"ravindra gajamal pagare, DPH, [198559-16/12/2016]","NASHIK-SHOP NO.5,GROUND FLOOR & MAZZAINE FLR. S.S. NO. 632 B-1& B-2,SANCHETI TOWERS,ASHOKSTAMBHA",MH,Nashik Z-1 District NZ1,Mahanagar Palika 1 to 61 NMP,{},"1,487,883,020.764827"
994,NEW YASH PHARMA - 8605173733,"anup bharat rashinkar , BPH, [152294-25/11/2015]","PANCHAVATI , NASHIK.-SHOP NO.1A,S.NO.104/1C, C.S.N.6195 TO 6195 &6196,,GROUND FLOOR & MAZZANINE FLOOR , B Z PLAZA , PETH PHATA ,",MH,Nashik Z-1 District NZ1,Mahanagar Palika 1 to 61 NMP,{},"1,487,883,021.098573"
